363.557,403.1931
356.4571,367.91394
349.1775,331.4987
341.63834,293.6228
333.90973,254.17075
325.7939,212.9193
317.4961,169.93173
398.747,390.73242
392.64917,356.4205
386.2071,320.686
379.6211,283.80862
372.84467,245.49707
365.9298,205.54565
358.64328,163.72255
431.98718,378.75876
426.80228,345.34592
421.20377,310.48828
415.49832,274.62674
409.53085,237.25668
403.65265,198.46284
397.02856,157.85403
463.43256,367.55353
458.7238,334.81082
454.01422,300.95486
449.04022,265.9359
443.93192,229.60756
438.62946,191.78117
433.2777,152.42659
492.9443,356.9556
488.97696,324.91956
484.86078,291.8851
480.5866,257.7034
476.1756,222.33604
471.64703,185.58656
466.906,147.4555
521.00226,346.90036
517.4096,315.56592
513.96185,283.4406
510.28714,249.97371
506.51086,215.62067
502.55936,179.85205
498.44998,142.64095
