65.80576,333.49713
68.47229,287.48032
71.87337,242.32368
75.71035,199.58185
79.51729,159.74619
83.88917,122.29054
87.809044,87.48014
112.439415,333.7439
114.18124,287.1209
116.359215,241.43793
118.80608,198.13261
121.64113,157.55658
124.30054,119.66477
127.16619,84.44
161.20479,333.6322
161.90057,286.48346
162.76248,240.11203
163.98868,196.38641
165.19743,155.49594
166.42271,117.4119
167.77275,82.17093
211.4199,332.95987
210.68839,285.6102
210.38135,238.8038
209.96411,194.59773
209.59415,153.61925
209.38786,115.32952
209.05211,80.0671
261.66895,332.17548
260.25128,284.30762
258.39117,237.52956
256.49945,193.44649
254.50603,152.26173
252.67465,113.79707
250.53098,78.334885
312.2597,330.69608
309.49255,282.5862
306.37045,235.95078
302.88718,192.07239
299.33652,150.73914
295.73328,112.50666
292.20447,77.4012
