285.2004,87.8261
312.952,99.1084
341.4151,110.68
370.6176,122.5522
400.5885,134.7368
431.3587,147.2464
462.9605,160.094
495.4281,173.2936
528.7975,186.8599
563.107,200.8083
598.3967,215.1553
263.3769,102.9329
291.3239,114.6035
320,126.5784
349.434,138.8699
379.6564,151.4907
410.6994,164.4541
442.5967,177.7742
475.3842,191.4661
509.0996,205.5455
543.783,220.0291
579.4765,234.9346
240.8009,118.5607
268.9403,130.6398
297.8268,143.0396
327.4905,155.7731
357.9632,168.8538
389.2784,182.2961
421.4717,196.1154
454.5804,210.3276
488.6442,224.9498
523.7049,240
559.8071,255.4972
217.4328,134.7368
245.7609,147.2464
274.8546,160.094
304.7454,173.2936
335.4665,186.8599
367.053,200.8083
399.5419,215.1553
432.9726,229.9181
467.3865,245.1151
502.8277,260.7657
539.3429,276.8906
193.2301,151.4907
221.7423,164.4541
251.0393,177.7742
281.1539,191.4661
312.1208,205.5455
343.9767,220.0291
376.7605,234.9346
410.5132,250.2806
445.2785,266.087
481.1027,282.3748
518.0348,299.1663
168.1473,168.8538
196.8383,182.2961
226.3338,196.1154
256.668,210.3276
287.8773,224.9498
320,240
353.0768,255.4972
387.151,271.4617
422.2682,287.9148
458.4771,304.8795
495.8295,322.3799
142.1354,186.8599
170.9989,200.8083
200.6871,215.1553
231.2358,229.9181
262.683,245.1151
295.069,260.7657
328.4363,276.8906
362.8303,293.5117
398.2991,310.6522
434.8939,328.3368
472.6692,346.5919
115.142,205.5455
144.1705,220.0291
174.0444,234.9346
204.8014,250.2806
236.481,266.087
269.1255,282.3748
302.7796,299.1663
337.4909,316.4853
373.31,334.3571
410.2908,352.8085
448.4908,371.8681
87.1104,224.9498
116.2951,240
146.3466,255.4972
177.3042,271.4617
209.2095,287.9148
242.1066,304.8795
276.0426,322.3799
311.0675,340.4418
347.2345,359.0926
384.6003,378.3618
423.2257,398.2804
57.9796,245.1151
87.3102,260.7657
117.5297,276.8906
148.679,293.5117
180.8016,310.6522
213.9441,328.3368
248.1557,346.5919
283.489,365.4455
320,384.9275
357.7487,405.07
396.7991,425.907
27.6835,266.087
57.1483,282.3748
87.5244,299.1663
118.8547,316.4853
151.185,334.3571
184.5638,352.8085
219.043,371.8681
254.6779,391.5667
291.5276,411.9368
329.6554,433.0133
369.1288,454.8338
